POST_ID,id,dmexco_related,reason
7242093874993598464,'7242093874993598464',yes,"The post date is the same as the event date, indicating that the post is related to DMEXCO 2024. Additionally, the post mentions the event name, location, and invites people to come and experience the new Adtech predictions, further confirming its relevance to the event."
7221922632105877506,'7221922632105877506',no,"The post date is July 24, 2024, which is within 12 months before the event date of September 18, 2024. However, the content of the post does not mention anything related to DMEXCO 2024. It is about an Operations Specialist giving a rating to Tealium Customer Data Hub in Gartner Peer Insights™ Tag Management Market. Therefore, the post is not related to DMEXCO 2024."
7226881582270148608,'7226881582270148608',yes,"The post mentions DMEXCO - Digital Marketing Expo & Conference, which is the event in question. The post date is within 12 months before the event date (August 7, 2024), and it expresses general interest in attending the event and scheduling meetings. Therefore, it is related to DMEXCO 2024."
7237081396446445568,'7237081396446445568',no,"The post date is September 4, 2024, which is within 12 months before the event date of September 18, 2024. However, the post is about speaking at Programmatic I/O NY, not DMEXCO 2024. Therefore, the post is not related to DMEXCO 2024."
7238810910134337536,'7238810910134337536',yes,"The post mentions DMEXCO 2024, the event date is within 12 months of the post date, and the post expresses interest in attending, promoting, and experiencing the event."
7066730500601585665,'7066730500601585665',no,"The post date is May 23, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6983404851552493568,'6983404851552493568',no,"The post date is October 5, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7076438489117908992,'7076438489117908992',no,"The post date is June 19, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242078102963576833,'7242078102963576833',yes,"The post date is September 18, 2024, which is the same as the event date. The post mentions DMEXCO - Digital Marketing Expo & Conference, expresses excitement for the event, and includes relevant hashtags (#dmexco, #performance, #pinterest). Additionally, it mentions a keynote by Matt on how Pinterest drives performance for advertisers, which is a topic related to the event. Therefore, the post is related to DMEXCO 2024."
7073909306953216001,'7073909306953216001',no,"The post date is June 12, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7043637070300356609,'7043637070300356609',no,"The post date is March 20, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7230107388970749954,'7230107388970749954',yes,The post date is within 12 months before the event date. The post date is 2024-08-16 and the event date is 2024-09-18.
7105924916381671424,'7105924916381671424',no,"The post date is September 8, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242920118970650625,'7242920118970650625',yes,The post mentions attending the DMEXCO event in 2024 and lists several individuals who were present at the event. The post date is within 12 months after the event date.
7113498081471397888,'7113498081471397888',no,"The post date is September 29, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7244299969258491904,'7244299969258491904',yes,The post mentions being at DMEXCO and expresses enjoyment and excitement about the event. It also mentions specific individuals and a photo taken at the event. The post date is within 12 months after the event date.
7106407057280425984,'7106407057280425984',no,"The post date is before the event date and more than 12 months prior to the event. Therefore, it is not related to DMEXCO 2024."
6313761688298627072,'6313761688298627072',no,"The post date is before the event date and more than 12 months prior to the event. Therefore, it is not related to DMEXCO 2024."
7037379154392010752,'7037379154392010752',no,"The post date is March 3, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7241490600179494912,'7241490600179494912',yes,"The post date is within 12 months before the event date. The post mentions DMEXCO 2024, talks about attending the event, promoting the booth location, and inviting others to join. It also includes relevant hashtags related to the event."
7110923028238057472,'7110923028238057472',no,"The post date is September 22, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7003629980999917568,'7003629980999917568',no,"The post date is November 30, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7131331379211984896,'7131331379211984896',no,"The post date is November 17, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to DMEXCO 2024."
